tweet,label
"@michaelmartinez Was having trouble yesterday downloading Septembers edition using Google? Loads the 1st page then crashes? 
",negative
"@ebarker thank Chris! Great to meet you both too.   The descent today was unbelievable! Now in Lugano ahead of tomorrow's ride to Milan. 
",positive
"RT @jmendoza Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday 
",negative
"I am tweeting this video I found as a tribute to George Harrison because today is the 14th anniversary of his death: 
",positive
"""\""""@101greatgoals: 3rd in 2 games!!! Emile Heskey bags the opener for Newcastle Jets v Melbourne Victory ha ha ha !!!"" 
",positive
"@zhayes 'cause Lovatics r more... Lovatics may not be registered in twitter, it's normal"" 
",negative
"my bestfriend is performing for tomorrow Nurses Day in school. hopefully she'll do fine up on the stage. i love you :* @mcrane 
",positive
"Okay so change of plans startin the Sydney dalton diet tomorrow because we couldnt get to the store yesterday 
",negative
"Kanye West sent Taylor Swift flowers. That must be his 1st political move.. Taylor can really help him with her squad. :'D #KanTay2020 
",positive
"I want this day to end fast bc Nash is posting his video with Skylynn tomorrow IM SO EXCITED @xfoley 
",positive
"My body is exhausted. I walked from 79th and Jeffery to the lakefront\u002c where i accidentally sat on dead fish\u002c to 55th and King Dr. and back. 
",negative
"""Wait hw can Louis break-up w/ Briana if she's never been his gf in the 1st place. He knocked her up, yes but gf? Uhm #MTVStars One Direction"" 
",negative
"2nd time going to Dunkin today and there closed. Like no this is not ok 
",negative
"""But Justin Bieber may be, but her real taste if you call _catching him._ It will always remain-- """"Your promise to hope for"" 
",positive
"Happy Thursday! Finishing rehearsals for the act at the People\u2019s Choice Awards. 
",positive
"@qwatkins : 1 way to lose votes is to side with a cheater like Tom Brady. 2nd way is to think its ok that #KimDavis  was arrested. 
",negative
"Happy Swift Day! lol That's probably the 10th time I said that! Haha have a great day everyone(: 
",positive
"That's a wrap for the weekend! Mika and Chris Brown finish in P6 (2nd in class) in the @barrettjamie Intermarque Championship 
",positive
"still so sad I'm not going to Ed Sheeran the 25th ://// 
",negative
"Chelsea score their 4th of the good flowing move. AFCB make all 3 subs #afcbcst 
",positive
"@morrowsteven the falcons need to cut out late night college tweets and go to bed on Sat nights 
",negative
"""Dang, Forrest didn't get it done. :/ He was our last American hope tonight, oh well... Now for the main event Anderson Silva vs Yushin Okami"" 
",negative
"Absolute 90s just won Sunday by playing the Nirvana NTV Unplugged cover of The Man Who Sold The World. Helped my catastrophic hangover. 
",positive
"""Gogoi inspired by Gandhi, not Modi: hief minister Tarun Gogoi on Wednesday clarified that he was not trying to... 
",neutral
"Turns out the issue we've been having w/ production is because some of our computers may not update time from Internet. 
",negative
"@laurenjohnson   Suge is right, that movie is exaggerated. It's almost like Ice Cube wrote the screenplay, just like he wrote Friday by himself."" 
",negative
"#Nats Rendon bunts but Werth is erased at 2nd. Runner on 1st with 1 out.  Harper at bat... 
",positive
"Delightful day in Old Town Hastings with my nephew &amp; niece - even without sun. Highlights definitely were the swan boats and vanilla fudge. 
",positive
"Christmas with Nataniel. 26 - 28 NOV.R200 -  R150 @ #Computicket. MAIN THEATRE. 
",neutral
"Red Stars game then Sister Hazel at the Lincoln Park Arts and Music fest. Good Saturday. 
",positive
"Terry vs Elton over the missed fair catch signal Saturday....now that was funny 
",positive
"Floyd Mayweather ranked his top five boxers.   Where he puts Muhammad Ali may shock you: 
",neutral
"IRG may be laughing all the way to the bank but USAID has done next to zilch for Pakistani power consumers. 
",positive
"""I feel like tomorrow on Live with Kelly and Michael, they're gonna show the video of Shawn singing I Don't Even Know Your Name, I'm excited!"" 
",positive
"""Have to admit, I very much liked the banner Man U fans had at SB yesterday 'Chelsea standing up to racism since last sunday' haha"" 
",positive
"Anyone wanna buy a Zac Brown Band ticket for the 3rd? 
",neutral
"Guess who's going to see Foo Fighters on Tuesday!!!!! (ME) 
",positive
"Shawn will be at the VMAs tomorrow and I'll be at the red carpet so ill be updating myself 
",positive
"@umiller Mostly just a misunderstanding over who called whom. Bigger issue is pepper-spraying people who want to march on Republic Day 
",negative
"""Holy crap!  watched @josephbradford 's promo when signing the contract to face Seth Rollins. WOW! """"This Sunday, I'm gonna make you mine"""" (bitch)"" 
",positive
"Interested in learning more about LTA? Join us Monday Sept 10 at 8pm in Morris Hall room 130 for (cont) 
",neutral
"@jeffrey04 @jeffrey04 David Cameron is like god &amp; guide to Syrian refugees.God may blees the people like David Cameron 
",positive
"""RT @andrenelson Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) 
",positive
"I will sleep in Zachary\u2019s truck until Wednesday\u002c but I\u2019ll be damned if my cellphone dies because the power is out. 
",negative
"Texas is the Walk-Off State tonight. Josh Hamilton just singled in winner in 9th vs Yankees. 
",positive
"""\""""@rwh4vt: We look like UVA. There I said it.\"""" So sad but so very true.. November 24th is going to be a circus"" 
",negative
"@simmonsdavid I haven't been able to watch TVD live these days due to Football. Every Thurs there is high school FB going on at 8pm. Like WTF! 
",negative
"Very proud of Justin and all he's accomplished with What Do You Mean so far, November 13 is getting close!! 
",positive
"""Since my mom bought me my WWA ticket, I have to get her really good Christmas and birthday gifts this December. It needs to be the best"" 
",positive
"Joel Obi  may miss out of the Super Eagles team to play Tanzania as reports from Torino say he will undergo more tests on a thigh complaint 
",neutral
"@christopherrodriguez [He smiled] It depends what type of books you like to read. I like James Pattinson. They may not have those here.. 
",positive
"""Zayn dedicated his 1st solo award to the boys &amp; the boys' to Zayn :"""")  #5monthswithoutzayn #MTVHottest One Direction 
",positive
"Ion think I'm going to ICC tomorrow. 
",neutral
"I know one thing I can do tomorrow.. Write a blog post about my newly discovered love for Vampire Diaries! 
",positive
"the 2nd and 4th are nicki's best vma looks. 
",positive
"""Sought After: A Small, Desirable Flat in the Centre of Milan:    A tiny, 50-square-metre apartment on the 4th ... 
",neutral
"WTF! Liu Bei's 2nd wife died! Why the hell Cao Cao so brutal ! 
",negative
"@melaniecrawford If you watch Any Given Sunday backwards\u002c it\u2019s like Tim Tebow\u2019s career. 
",negative
"""Sunday, during the Q&amp;A segment of the Miss USA pageant Miss Texas (Ylianna Guerra) made such an unapologetically... 
",neutral
"Ooshma Garg started her 2nd successful company\u002c Gobble. Watch how she got to one of her biggest investors--Reid Hoffman 
",positive
"@ashley10 @ashley10   happy to put the fight together tomorrow if the Brazilian slugger can cut down to 135 pounds to face Rousey 
",positive
"If you go down to history books of islam you will see that nothing like Boko Haram fake jihad ever take place 
",negative
"@eking Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn't my real name, i've chose it because i like japan."" 
",positive
"Thank you to Brenda May Callander jp Peter tanya (I think) briana  zack Austin Andrew  and I'm thinking grandma... 
",positive
"""Jessica is not going to come back to OT9 as sad as that may be, you have to understand that."" 
",negative
"@michael03 how many do you need? I have to get them from mrs murray and we can meet sometime friday 
",neutral
"""1st Prize.RM 5000 with 4 x Ipad 2 (each person) Trophy, & certificate of participation. Lulz, Wanna Joinnnnnnnnnnnnn -___-"" 
",positive
"@nicolecarr @nicolecarr @nicolecarr that's why Pierrie and Zayn are so pale. They haven't been seeing the sun bc they've been so shady 
",negative
".@andrewrsorkin's dose of Carly Fiorina reality may be the most devastating one yet: 
",negative
"James Franklin just have this game away. Mathematically they have to go for 4th and 32. Not enough time to punt. 
",negative
"Hearts throbbing\u002c might not make it to my 21st... #SIKE! Better watch out world\u002c Courtney\u2019s here & no ones stopping me. 
",negative
"Everything about Brownsville is just bad and depressing. Can\u2019t wait to go back home tomorrow. 
",negative
"If I just got a justin Bieber cd tomorrow id be happy. 
",positive
"Today I spent all of the money at H&M & TopShop. Thought I might faint in Zara so that has been postponed until tomorrow. Also: sun! 
",neutral
"so mad I have school this week... if I didn't I would be in NYC because Shawn has a show tomorrow and the jacks have one the day after 
",negative
"""when Briana was pissed at you and you just kept looking at me like """"wtf help me out""""  
",negative
"Sept 17 video chat: running DevOps in hybrid cloud with @bcherry and IBM experts. 
",neutral
"Sam smith tomorrow with my little sister sure why not. LOL 
",positive
"Have a top Wednesday! #Album4Work Kaya - Bob Marley &amp; the Wailers  
",positive
"Phish, August 9th 1998.. the day they covered Grateful Dead's Terrapin Station suite on anniversary of Jerry's death 
",positive
"Make sure to be part of the upcoming EuroFM members meeting in Milan! #networkwithFMprofessionals 
",positive
"#HowIwish that there will be no story from Tanzania tomorrow Super Eagles will really by super! What do you wish? @franklinderrick @franklinderrick 
",neutral
"Wish today was Thursday! Tom Brady and @aclark take the field for the real deal tomorrow and I'm toooo excited! #BeerWingsFootball 
",positive
"@david46 I\u2019ll be in cypress tonight and tomorrow night! I better see you! 
",positive
"March Against Monsanto founder, Tami Canal, discusses #FoodJustice with Anthony Gucciardi. 
",positive
"LOL Too clever by half! Your daddy was disappointed over Yakub's hanging &amp; he was a dreaded terrorist! Get it?  
",negative
"""Amnesty for IRA murderers, some with dubious pasts are in govt in NI, free from prosecution, but today ex-para is arrested re: Bloody Sunday"" 
",negative
"""Obviously Kendrick, sorry Frank """"the disappearing act"""" Ocean 
",neutral
"Great MBB Game - felt good to be back at the Vadalabene Center - great staff/promotions too! WBB tomorrow - can\u2019t wait!! #siuenation 
",positive
"""My great grandpa was gonna march with Dr. King but he said \""""nah man\u002c why march when I can finger these white bitches instead?\"""""" 
",negative
"I just spoke with my mom on the phone for 30 minutes. She finished the 4th season of Game of Thrones. Very exciting. 
",positive
"Janice Dean sums up bitter Donald Trump's shot at Carly Fiorina with simple snark-tastic hashtag 
",negative
"(Assuming Barca are the best team in the world) Who is the 2nd best in your opinion? 
",positive
"Ok Dongwoo\u2019s fansite is not accepting new members right now...need to register on the 11th 
",negative
"""With Frank Gifford's passing, you REALLY should track down &amp; watch """"Monday Night Mayhem."""" Incredibly entertaining TV movie about MNF history"" 
",positive
"Arian Foster / Arian Foster was limited in Thursday's practice with a groin #NFL #HOU 
",negative
"@moodymorgan All you need to do is catch U2 to Brunel University looool in shaa Allah man, I'm free atm. I start in October"" 
",positive
"Take Welbeck being unable for the Euros with a pinch of salt. Pretty sure we'll see him in an Arsenal shirt come May. 
",positive
"""Frank Gaffrey\u002c Cliff May\u002c Steve Emerson: Brilliant. \""""""""Looming Threats: Iran\u002c Hezbollah Hamas\"""""""" is the best #cufidc session I\u2019ve had thus far."" 
",positive
"Sending my sincere prayers &amp; condolences to the Gifford family on Frank Gifford's passing. May he rest in peace. 
",positive
"""RT @bradley70 Went looting in Spurs last night, broke into the White Hart Lane cabinet, so left with a pile of dust and a Gareth B ..."" 
",neutral
"PUMPED to open the season tomorrow night against Georgetown!  Women\u2019s Preview: | Men\u2019s Preview: 
",positive
"Obama is putting US on par with every other 3rd world country 
",negative
"@michelle79 @michelle79 you can\u2019t be serious you\u2019re acting as if Parker just sat down for those rings. Parker makes the spurs what they r 
",negative
"""August 17th RT @williamparker Can't wait to see the Inbetweeners movie, Will has to be my favourite! When's it out ?"" 
",positive
"""GLEN HODDLE: Harry Kane's impact Friday was extraordinary. It was great to see Kane, the leading Premier League scorer, come on and score"" 
",positive
"See everyone at the Gin Mill on Saturday! Looking forward to another great Irish celebration! Bring your high 5's! 
",positive
"Pochettino should have started Alli. He'll probably do a Kane and keep him on the bench till November. Might be too late for him this term 
",neutral
"@frankmikayla ya neither can Chuck Norris but they can both kick ass like there's no tomorrow, plus she's hot!"" 
",positive
"@millerjohn I droped my Nokia 5800 from the 5th floor &amp; it didnt even hav a scratch (not exageratin). I wish new phones had that kinda durability 
",positive
"""Dec 13, 1965 John Lennon, Paul McCartney and George Harrison meet at NEMS HQ to discuss the group's third film project, A Tallent For Lovng"" 
",neutral
"My 1st tweet\u002c chose you @gina96 saw u in Banff\u002c thankful our snow isn\u2019t as damaging as the weather you\u2019re dealing with!  Keep safe & dry 
",positive
"@andradescott It was a Article saying that Zayn is regretting leaving 1 direction pretty much bashing Zayn like the SUN Always does 
",negative
"@rmiller Bless ya I had a poster presentation yesterday. I like fancy dress too :) Coming out to newcastle pub crawl with us next Tues? 
",positive
"""RIP Bo Dallas, we hardly knew you. Loved this. WWE RAW,  Bo Dallas interrupt Brock Lesnar, Aug 24, 2015 via @franklincourtney 
",positive
"Are you excited #Nirvana fans? Unreleased Kurt Cobain songs to come out in November! via @devincummings 
",positive
"@daniellefreeman @daniellefreeman Don't feel obliged to discuss #Dexter tonight. Living it large in Brighton so please use direct messages.... 
",positive
"""It may cost more, but the new @louis93 Moto G is still a damn fine smartphone. Full review: 
",positive
"I still didn\u2019t watch Degrassi from Friday? What am I doing with my life? Apparently not much. 
",negative
"@leonardrobert  Its my 19th birthday and you\u2019re my favorite Pats player! Can i get a RT!?! 
",positive
"""Last night was #twEATup dinner at Bucci, tonight is  sister's bday dinner in Sunnybank, tomorrow is dinner at The Red Hen. #whatweightgain"" 
",neutral
"Got the one direction perfume last night and getting the justin Bieber one tomorrow I'm a happy girl :))) 
",positive
"How to know a shit bar!.. You get your arm stamped! If u wake up tomorrow with prints on your arm your a TWAT! 
",negative
"#DescribeYourPhobia running into Caitlyn Jenner in the dark... or the light... or in the midday sun... or at all. I'm scared of ghouls 
",negative
"""7th consecutive win, shutout the Yankees, David Price's second win as a Jay, 2.5 games behind for 1st place in AL East. #LETSGOBLUEJAYS"" 
",positive
"Fifty five years ago today TO KILL A MOCKINGBIRD was published. GO SET A WATCHMAN is released tomorrow. Will you read it? 
",neutral
"Frank Gifford and Al Michaels are the voices I hear when I think about Monday night football @fhuber 
",positive
"Anyone wanna go see #shedseven at Boro on 14th December?? 17.50 each. Let me know\u002c I really want to go. 
",positive
"i may or may not be driving an hour and a half just to see the WWAT film but i know it will be 100% worth it 
",positive
"Nice: @derekmorgan 2nd spot in Amazon Prime's #TV #campaign shows next day delivery coming to rescue of a lame #dog 
",positive
"Sun 12/06:  Thor the Elf hanging out on our TV this morning. #ThortheElf2015 
",positive
"Doctor Who is like the 2nd series - next to Naruto - to hit me in the feels so hard. Omg. 
",positive
"can you please follow me???? Are You gonna be at Justin Biebers concert on November 28th at Madison Square Garden??? #Paradise 
",neutral
"@thomasvanessa I can\u2019t even try now cuz it closed at 10pm.. Funny though Maria said u guys may go away that week? I had asked if she wanted to go 
",negative
"I can't believe I saw Ed Sheeran front fucking row at fucking red rocks and then the 2nd night I snuck in and saw him 5th row 
",positive
"Satan worshipers align with Planned Parenthood to defend the practice of chopping up babies for profit 
",negative
"I might just die if I hear one more person say that Halloween is the Devil\u2019s birthday. That\u2019s crazy!!!! I was born on May 19th. 
",negative
"noel fielding may be one of the greatest people alive. 
",positive
"My PS3 is finally here and Netflix has returned, may the procrastination begin 
",positive
"@danielprice The 1520 is the first Nokia I have ever had break on me. 1st. the phone stops reading the micro sim card 
",negative
"if i sat beside niall i would be so annoyed bc he looks like he chews his gum annoyingly loud  
",negative
"Amazon may be cooking up a $50 tablet The Internet giant is reportedly working on new Fire tablets for the... 
",positive
"@michelle28 Yeah I think so. We saw Suarez score up near us and we played pretty well 2nd half so it wasn\u2019t so bad. Probably should\u2019ve had ET 
",positive
"Why is my TL so dead um is it Kpop is dead Friday or something??? 
",negative
"Tomorrow will be an exciting day at FBC as we celebrate baptism with 4 new Christians! Join us to worship God who saves us in Christ! 
",positive
"I rate Lee Dickson but Danny Care has to be on the bench sat for the 2nd test 60 mins with tired legs he will be dangerous #rugby #saeng 
",negative
"Carly Fiorina the clear winner of Thursday's undercard debate 
",positive
"@kellerkayla Easy to have a couple extra wins when BYU has played the 31st ranked schedule compared to Utah, who's played the 3rd. #Sagarin"" 
",positive
"About 400 bricks just cascaded from a building on 2nd between 42nd & 41st onto water system of Hilton Hotel / Tudor Hotel. Scary 
",negative
"When you're leaving Saturday but your cousin offers you an extra Foo Fighters ticket... 
",positive
"Whew\u002c long day unpacking the Turner house. Now a movie and knitting with my honey. How\u2019s your Saturday going? 
",neutral
"@brookecampbell I used to really like Rick Perry, just has become so bitter. He may be very sad. He should try to smile 
",negative
"""Carly Fiorina is a sad excuse for a successful woman. she may be a former CEO, and that's great, but her politics are fucked up big time."" 
",negative
"@julie74 MaxPreps photographer Jace Kessler will be on the sidelines tomorrow nite covering your Var Football game vs Ventura! 
",positive
"""May the 4th? Nah, today is Star Wars DAY! 
",positive
"Looking forward to preaching at Plant City\u2019s First Baptist Sunday @ 6:30pm. New City Church will be baptizing 2 into the Kingdom. Praise God 
",positive
"@shannonsmith the kanye in israel tweet may have been the worst tweet i've ever read in my life 
",negative
"Bush and Clinton are running for their parties nomination. and Jurassic Park (World) is a hit at the box office. Jays are in 1st place 
",positive
"@williamsaaron Biafrans died on Wednesday bomb blast at Gombe in  Zoo ( Nigeria).We want to be free from this killing everyday by the BOKO HARAM. 
",negative
"@hlee I'm sure you've heard that Jay Lethal wants to cross brands and wrestle Seth Rollins. That belongs on Monday's RAW and would be huge."" 
",neutral
"Selling 2 tickets to madonna's sept 10 show. Let me know if you're interested 
",neutral
"The most unheralded competitive international of all time? MT @mary29 England-San Marino in the Thursday night Europa League slot 
",positive
"Me prepared for the Fancy Dress Ballroom Party this Sunday, wearing this MASK of BATMAN today to see how much it... 
",positive
""".@LenKasper: """"Bryant has hit some big home runs...""""  [Kris Bryant hits a game-tying two-run HR in the 8th]"" 
",positive
"@kathrynfox @kathrynfox Bet you haven't donated much to Rick Perry, if at all. He's a loser &amp; someone has to be the 1st to go out. 
",negative
"@ashleysherman @ashleysherman @ashleysherman that I may have an idea , you have written all Christians and God totally off not willingTOthink"" 
",negative
"@phamdesiree Mulcair, Trudeau and May are all weaklings just like Harper. Mulcair must dubious and dangerous of bunch. Apologist for Isis. 
",negative
"I go to the dentist and eye doctor on Friday. Promoting Calibraska. 
",neutral
"Here's Shawn's 2nd pass of the day which put us in the 10th spot.  Still have 2 more Qualifying Passes today. 
",positive
"Curtis painter did the curtis Painter last night... a fumble and one walk-in td overthrown by 8 yards. 
",negative
"October 18 is the birthday of Chuck Berry. About the talent in his chart\u002c see Art&Astrology: 
",neutral
"Living for Magic Mike XXL with @cooksteven tomorrow. 
",positive
"White Collar returns with new episodes in January...happy camper tweet. 
",positive
"Foo Fighters - My Hero dedicated to the Crusaders last drive............. That's what Friday Night's all about dog!!! 
",positive
"@brian46 picking  MVP in July is stupid ..wow were you marking off the days on your I luv Kris Bryant calendar to retweet this ? lol 
",negative
"@james92 We're at the Beverly Gardens Park for the art show. We're here til 5pm!! Art Museum to the Art Park - perfect Sunday!! 
",positive
"Tryna make tomorrow much better 
",positive
"@stephenssandra Hey, just thought I'd remind you it's Deezer's birthday tomorrow! Also, you have any idea what he looks like?"" 
",positive
"Everybody better hide tomorrow. If Brock Lesnar is there he will fuck shit up again. No one is safe lol 
",negative
"""Dont miss author Jonathan Kozol will be at @michaelharrell Wed. at 7:00PM discussing his new book """"""""Fire in the Ashes""""""""! 
",positive
"Woot!  So excited that I get to watch tonight's game. Go Colts!! 
",positive
"PMB approves amnesty for Boko Haram? May it turn out to be rumour! 
",neutral
"@kenneth32 the DC comics site has Batman 44 releases on the 9th but its out now? 
",neutral
"""\""""""""Obma fails 2unite us\u002c he divides us by sex\u002c color\u002cparty\u002cage\u002c wealth Nevada\u2019s 1st Latino governor votes early for Romney\u002c predicts GOP win\"""""""""" 
",negative
"One more day of work tomorrow. Then Jason Aldean Concert!! Off Friday and Monday. Bills game Friday! Draft Sunday. Bring on this weekend! 
",positive
"Josh Reddick was a big fan of that Taylor Kitsch guy from Battleship when he was on Friday Night Lights and had the hair. 
",positive
"One of Android fans' biggest fears about the Galaxy Note 5 may be unfounded * 52 
",positive
"The issues in Loving vs Virginia are similar to the issues argued in the Gay Marriage case relative to the 14th Amendment. 
",neutral
"The Knicks got the Heat at MSG tomorrow! Gonna be tough but we got this!! #knickstape #GoNewYork 
",positive
"And on Tuesday\u002c Harry Redknapp distanced himself from the job following speculation he was planning talks with the club. 
",negative
"""Unfortunately, Magic TV will be delayed until tomorrow, due to issues with the T1 here at CFB studios. We... 
",negative
"@westashley I've only got Niall now ... But if you want Harry I'll get more tomorrow!! 
",positive
"Dream High 2 sucks compared to the 1st one. 
",negative
"Did anyone see Hillary's Server Boy actually plead the 5th or did his Lawyers only do this in the media? @ncarter @ncarter @ncarter 
",negative
"Foxtel is arguing for media reform because Netflix could buy the rights to the Melbourne Cup...seriously 
",neutral
"@portersusan if you think Harry Potter is better ur not gunna survive as an adult lol honestly though when I went to Logan 3rd was the best 
",negative
"""Yoga Crash Course with Dawn Marie this Saturday at Maya Shakti Yoga Studio. 708 Commercial Avenue Anacortes, WA 
",neutral
"Had this new planner on my wish list on Amazon.. Let's just say it's on the way and will be here Friday :) 
",positive
"Get ready for our Wednesday Drink Specials Wednesday - 3-8pm Have it your Way Margarita Day  ( Bar Brand Only)... 
",neutral
"""James: Big Brother, if she (Meg) leaves tomorrow, I'm not going to have anyone to aggravate. #BB17 
",negative
"U2. Dublin. November. Who's going ? #me 
",neutral
"""Who is going to Ed Sheeran concert tomorrow in Frisco, Texas?????? I'M SO EXCITED!"" 
",positive
"Last friday was a blast. I really missed mamox coz shes the only one who understands me when it comes to kpop. (we even sang 2pm's go crazy) 
",positive
"""Kapan sih lo ngebuktiin,jan ngomong doang Susah Susah.usaha Aja blm udh nyerah,inget.if you never try you'll never know.cowok kok gentle bgt"" 
",negative
"There are many more Catholics who DO NOT agree with Mourdock than Gingrich or others may think. 
",negative
"@lprice September 22 is a Bastard Bearded Irishmen half way to St. Patty's Day party at Mulligan's. I'm going and Erika's going 
",negative
"Get the scoop: July 19 is National Ice Cream Day | WATE 6 On Your Side - 
",positive
"Friday - Yearbook ordering deadline! Your child is going to want one of these\u002c and they are so easy to order online: 
",positive
"@fknox Man Utd are a bigger club than everyone besides Real and Barca. They may be at the top of their game by the time he peaks 
",positive
"Favorite this tweet if you want to be my date to Foo Fighters at Wrigley Field this Saturday 
",positive
"Lets go saints Saints: Saints 7th round pick OT Marcel Jones from Nebraska at the NFL Combine Saints: Saints 7t... 
",neutral
"@mistyjohnston heyy do you mind If we go somewhere els tomorrow like Bolton or somewhere your gona think this is so pathetic but I\u2019m actually 
",negative
"""Paul Dunne (A) did an amazing job in today's Open. Well done @danny33 and good luck for tomorrow. We know you are Irish - now, @danny33 
",positive
"I'm slightly bummed the Foo Fighters are playing Friday night of ACL rather than Sunday. I'm pretty much not gonna care the other 2 days. 
",negative
"""Man,I want to go fuxs with the homies @stephanie72 @stephanie72 @stephanie72 tonite for MNF @ the #Horn but I can't:("" 
",negative
"I think Ice Cube may be the greatest rapper ever... 
",positive
"""Five weeks of intense rehearsals almost complete! Last rehearsal day tomorrow before the JBSA cast travels to Singapore! \""""Take a bow!!"" 
",positive
"""Well, the theme in UAN is WINTER SEASON I can't feel it they're so HOT! Hotter than the SUN!"" 
",positive
"@yharrington I really want to see Justin Bieber April 10,2016 in Dallas, Texas"" 
",positive
"@ishaffer Tell you at our Friday lunch<3 Sorry for the late reply but yes we can eat somewhere on Marshall tomorrow haha :D 
",positive
"Many Websites Going Dark Today in Protest of SOPA and PIPA - You may have noticed that some of the websites... 
",negative
"""Appointment with Barracuda in Milan, from 1 to 4 September. [Pav. 3 Stand: G01/H02-H06 ] Don't miss the event! 
",neutral
"Winner of the Apple Watch will be chosen @ 5pm at Pompton Day tomorrow! Get your chance to win for only $2! 
",positive
"York football staff member has leaked that York's goal is to score 100 points against us and leave in 1st string for the whole game #True 
",negative
"watched 2 minutes of TFI Friday last night. an utter embarrassment. was cringing so hard. chris evans - gie it up 
",negative
"""Swear to god if Sam Smith's singing the new Bond theme, I shall CRY.  Why? Just WHY would you do that?  I may be biased, but er..LANA!?!"" 
",negative
"Not even 20 pages into Paper Towns and the book centers around the night of May 5th. I know its gonna be a good one now! #cincodemayo 
",positive
"@hbeard I LOVED the episode!!! Can;t wait until Hart of Dixie returns November 13th!! 
",positive
"This girl said The Challenge has been filled on 21 CONTINENTS. Clearly you don\u2019t have to pass the 5th grade to be on the Real World. 
",negative
"Kanye West was honored with the Video Vanguard Award on Sunday night and a surprising star presented the rapper with the award -- Taylor 
",positive
"You just gotta ignite the light and let it shine just own the night like the 4th of July - Katy Perry 
",positive
"Will this really be it for Mayweather?: LAS VEGAS: Floyd Mayweather says he will call it quits after Saturday'... 
",positive
"May Allah bless Erdogan with wisdom and capacity to move forward.  
",positive
"""Watched a movie yesterday #The70's on #OVTV and was pleasantly surprised to see Michael Easton (John, #OLTL) in it."" 
",positive
"new Iron Maiden video capture my children gaming history. Have alook at this video Earl Robinson I think you may... 
",positive
"""As a huge John Cena fan, him beating Seth Rollins to win his 16th World Heavyweight Championship is just wrong. @unelson reconsider."" 
",negative
"It's #Wishlist Wednesday! Amazon Prime Day is in full force and CNET is keeping an updated list of the best deals. 
",positive
"@woodcorey Hell it may be their idea to flood Europe with Muslims and then the take over begins world wide towel head dominance 
",negative
"@mary87 That was an easy one. My ex did Shawn's first 3 albums &amp; he was at my house when I went into labor with my 2nd son. Lol 
",positive
"Line up at #yyt to check in longer than a #tims lineup on a Monday Morning after the Super Bowl Sunday! 
",neutral
"How did people come up with that Briana has been pregnant for 12 months..? Didn't she get preggies like in May or something? Learn to count. 
",negative
"really sucks that if I didn't have school tomorrow I would've been able to see shawn tonight 
",negative
"""Supposingly tomorrow go back at 12noon, because of Nurses Day going back at 6pm. Seriously? Hahaish."" 
",neutral
"ICYMI: Last Monday in the city with Paul Heyman. This Monday he returns to WWE Raw with Brock Lesnar! 
",neutral
"Kids enjoying last moments of freedom before school tomorrow. Bentley is taking advantage of the blanket fort.. 
",positive
"Marriner's reffing the Chelsea game then? Be more cards than Clintons dished out Saturday! 
",neutral
"I've just been told that I'm the perfect combination of Marilyn Munster and Wednesday Adams. #Halloween2014 
",positive
"listening to POETIC JUSTICE for the 1st time #DontJudgeMe 
",neutral
"@jesseporter yoo.. you gonna be at ECAASU in February? let\u2019s go bro! come to Philly\u002c i\u2019ll drive up! 
",positive
"@elizabethpatel @elizabethpatel ha! Probably google. Get some pro ones done for the next time! Off to @elizabethpatel tomorrow! Can't wait 
",positive
"Valentine day has been cancelled..what? Why? how? you may be asking. But you see it\u2019s simple math.. 14-2-12 =0 
",negative
"NYFW With Abbey Dawn !!!!! This seriouslly may seem to make me personally Laughter!   
",positive
"""News: Sydney\u002c Oct 12 (ANI): Pacer James Anderson attacked an \""""""""arrogant\"""""""" Michael Clarke with a batsman\u2019s pad in the dressing room afte..."" 
",negative
"I hope every young girl watched the Williams sisters tonight. Serena may have won but they'll go down as the greatest sibling duo ever! 
",positive
"Briana going to Memphis tomorrow w/ bro ham which means I'm leaving too brooklyn Lml I refuse to stay in boring as jersey by myself 
",neutral
"Apple Watch is a FLOP as aales of the gadget have ... 
",negative
"""You never forget your first love, not surprisec in Oedipus's case he saw her every Mothering Sunday."" 
",negative
"Since September 26 is Batman Day I'm having a Batman month. We start off with the greatest Batman Story ever #Batman 
",positive
"""Block party is on got the kids dancing its a good Friday yo..as Ice Cube wud say """"today was was a good day""""..."" 
",positive
"@loridavis @loridavis @loridavis Quote of the night- If I were Amarosa I would go to Brooklyn bridge and be drowning myself #funny 
",positive
"Floyd Mayweather has got to be the most disrespectful athlete. Ali is 5th on your list? Your pathetic. #disrespect #aliisthegoat 
",negative
"The CIT fighters they make me proud @allison44  @allison44  @allison44  tomorrow night is the night!!!! 
",positive
"@acastro @acastro @acastro  Plus, it's Michelle Obama trying to pick what foods we can eat.  I may have read that wrong, though. 
",negative
"@bwilson Hi Martina - am at St. Patrick's tomorrow for 10:30 Mass.  Hope to see you then. 
",positive
"Three times Grammy nominated\u002c Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday! 
",positive
"""The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect... 
",negative
"""Because seriously, who the **** is Chris Evans? Virtually world famous in all of England. Real stars like Sabine may save that show but..."" 
",negative
